               Time | Epoch | Learning rate | Train loss | Validation loss | MAE_energy_1_energy_0_delta | MAE_energy_0 | MAE_energy_1 | MAE_energy_0_grad | MAE_energy_1_grad | GPU Memory (MB)
               Time | Epoch | Learning rate | Train loss | Validation loss | MAE_energy_1_energy_0_delta | MAE_energy_0 | MAE_energy_1 | GPU Memory (MB)
2022-06-21 03:59:27 |   402 |     2.500e-05 |     0.2321 |          0.8108 |                      0.6846 |       1.1654 |       1.2084 |            1589
2022-06-21 04:01:25 |   403 |     2.500e-05 |     0.2347 |          0.7800 |                      0.6564 |       1.1558 |       1.2084 |            1589
2022-06-21 04:03:22 |   404 |     2.500e-05 |     0.2292 |          0.8175 |                      0.6883 |       1.1686 |       1.2046 |            1589
2022-06-21 04:05:21 |   405 |     2.500e-05 |     0.2278 |          0.7909 |                      0.6639 |       1.1698 |       1.2291 |            1589
2022-06-21 04:07:26 |   406 |     2.500e-05 |     0.2313 |          0.8042 |                      0.6796 |       1.1492 |       1.1940 |            1589
2022-06-21 04:09:25 |   407 |     2.500e-05 |     0.2255 |          0.8061 |                      0.6760 |       1.1975 |       1.2130 |            1589
2022-06-21 04:11:25 |   408 |     2.500e-05 |     0.2316 |          0.7990 |                      0.6717 |       1.1735 |       1.2362 |            1589
2022-06-21 04:13:24 |   409 |     2.500e-05 |     0.2295 |          0.8296 |                      0.7003 |       1.1767 |       1.2289 |            1589
2022-06-21 04:15:23 |   410 |     2.500e-05 |     0.2308 |          0.7762 |                      0.6524 |       1.1479 |       1.2047 |            1589
2022-06-21 04:17:22 |   411 |     2.500e-05 |     0.2262 |          0.7917 |                      0.6642 |       1.1604 |       1.2450 |            1589
2022-06-21 04:19:21 |   412 |     2.500e-05 |     0.2272 |          0.7970 |                      0.6686 |       1.1929 |       1.2384 |            1589
2022-06-21 04:21:20 |   413 |     2.500e-05 |     0.2283 |          0.7704 |                      0.6453 |       1.1766 |       1.2177 |            1589
2022-06-21 04:23:19 |   414 |     2.500e-05 |     0.2271 |          0.7920 |                      0.6622 |       1.2011 |       1.2390 |            1589
2022-06-21 04:25:17 |   415 |     2.500e-05 |     0.2289 |          0.8097 |                      0.6804 |       1.1792 |       1.2614 |            1589
2022-06-21 04:27:16 |   416 |     2.500e-05 |     0.2319 |          0.7899 |                      0.6607 |       1.1964 |       1.2554 |            1589
2022-06-21 04:29:15 |   417 |     2.500e-05 |     0.2313 |          0.8014 |                      0.6740 |       1.1759 |       1.2148 |            1589
2022-06-21 04:31:14 |   418 |     2.500e-05 |     0.2328 |          0.7849 |                      0.6579 |       1.1621 |       1.2269 |            1589
2022-06-21 04:33:13 |   419 |     2.500e-05 |     0.2302 |          0.8207 |                      0.6921 |       1.1801 |       1.2332 |            1589
2022-06-21 04:35:11 |   420 |     2.500e-05 |     0.2326 |          0.8063 |                      0.6739 |       1.2176 |       1.2857 |            1589
2022-06-21 04:37:10 |   421 |     2.500e-05 |     0.2346 |          0.7703 |                      0.6465 |       1.1569 |       1.1937 |            1589
2022-06-21 04:39:08 |   422 |     2.500e-05 |     0.2345 |          0.7930 |                      0.6633 |       1.2086 |       1.2569 |            1589
2022-06-21 04:41:05 |   423 |     2.500e-05 |     0.2327 |          0.8576 |                      0.7197 |       1.2427 |       1.3206 |            1589
2022-06-21 04:43:05 |   424 |     2.500e-05 |     0.2429 |          0.7723 |                      0.6468 |       1.1642 |       1.2120 |            1589
2022-06-21 04:45:02 |   425 |     2.500e-05 |     0.2317 |          0.7709 |                      0.6435 |       1.1927 |       1.2346 |            1589
2022-06-21 04:46:59 |   426 |     2.500e-05 |     0.2372 |          0.8202 |                      0.6933 |       1.1600 |       1.2271 |            1589
2022-06-21 04:48:52 |   427 |     2.500e-05 |     0.2379 |          0.7739 |                      0.6476 |       1.1943 |       1.2255 |            1589
2022-06-21 04:50:54 |   428 |     2.500e-05 |     0.2334 |          0.7814 |                      0.6542 |       1.1747 |       1.2130 |            1589
2022-06-21 04:52:52 |   429 |     2.500e-05 |     0.2348 |          0.7866 |                      0.6628 |       1.1514 |       1.1808 |            1589
2022-06-21 04:54:51 |   430 |     2.500e-05 |     0.2283 |          0.7800 |                      0.6524 |       1.1816 |       1.2257 |            1589
2022-06-21 04:56:50 |   431 |     2.500e-05 |     0.2272 |          0.7658 |                      0.6406 |       1.1531 |       1.2102 |            1589
2022-06-21 04:58:50 |   432 |     2.500e-05 |     0.2326 |          0.7673 |                      0.6408 |       1.1701 |       1.2302 |            1589
2022-06-21 05:00:49 |   433 |     2.500e-05 |     0.2349 |          0.7922 |                      0.6667 |       1.1633 |       1.2118 |            1589
2022-06-21 05:02:48 |   434 |     2.500e-05 |     0.2316 |          0.7848 |                      0.6587 |       1.1623 |       1.1996 |            1589
2022-06-21 05:04:48 |   435 |     2.500e-05 |     0.2321 |          0.8320 |                      0.7011 |       1.1950 |       1.2222 |            1589
2022-06-21 05:06:47 |   436 |     2.500e-05 |     0.2272 |          0.7671 |                      0.6431 |       1.1489 |       1.2016 |            1589
2022-06-21 05:08:46 |   437 |     2.500e-05 |     0.2308 |          0.7960 |                      0.6689 |       1.1733 |       1.2118 |            1589
2022-06-21 05:10:45 |   438 |     2.500e-05 |     0.2297 |          0.7891 |                      0.6602 |       1.1985 |       1.2283 |            1589
2022-06-21 05:12:44 |   439 |     2.500e-05 |     0.2334 |          0.7650 |                      0.6408 |       1.1565 |       1.2061 |            1589
2022-06-21 05:14:41 |   440 |     2.500e-05 |     0.2312 |          0.7785 |                      0.6539 |       1.1636 |       1.1944 |            1589
2022-06-21 05:16:40 |   441 |     2.500e-05 |     0.2304 |          0.7722 |                      0.6502 |       1.1346 |       1.1826 |            1589
2022-06-21 05:18:38 |   442 |     2.500e-05 |     0.2354 |          0.7868 |                      0.6629 |       1.1442 |       1.2026 |            1589
2022-06-21 05:20:36 |   443 |     2.500e-05 |     0.2289 |          0.7749 |                      0.6517 |       1.1551 |       1.1725 |            1589
2022-06-21 05:22:37 |   444 |     2.500e-05 |     0.2285 |          0.7837 |                      0.6590 |       1.1637 |       1.2048 |            1589
2022-06-21 05:24:36 |   445 |     2.500e-05 |     0.2274 |          0.7667 |                      0.6428 |       1.1542 |       1.2115 |            1589
2022-06-21 05:26:35 |   446 |     2.500e-05 |     0.2261 |          0.7839 |                      0.6578 |       1.1721 |       1.2067 |            1589
2022-06-21 05:28:35 |   447 |     2.500e-05 |     0.2249 |          0.7828 |                      0.6612 |       1.1703 |       1.1710 |            1589
2022-06-21 05:30:34 |   448 |     2.500e-05 |     0.2267 |          0.7988 |                      0.6732 |       1.1756 |       1.2213 |            1589
2022-06-21 05:32:32 |   449 |     2.500e-05 |     0.2260 |          0.7904 |                      0.6632 |       1.1814 |       1.2165 |            1589
2022-06-21 05:34:30 |   450 |     2.500e-05 |     0.2248 |          0.7842 |                      0.6608 |       1.1417 |       1.2140 |            1589
2022-06-21 05:36:29 |   451 |     2.500e-05 |     0.2295 |          0.7884 |                      0.6635 |       1.1507 |       1.2168 |            1589
2022-06-21 05:38:28 |   452 |     2.500e-05 |     0.2244 |          0.7892 |                      0.6610 |       1.1914 |       1.2260 |            1589
2022-06-21 05:40:27 |   453 |     2.500e-05 |     0.2347 |          0.7960 |                      0.6673 |       1.1841 |       1.2544 |            1589
2022-06-21 05:42:27 |   454 |     2.500e-05 |     0.2297 |          0.7680 |                      0.6376 |       1.2151 |       1.2749 |            1589
2022-06-21 05:44:27 |   455 |     2.500e-05 |     0.2250 |          0.7602 |                      0.6360 |       1.1594 |       1.2191 |            1589
2022-06-21 05:46:26 |   456 |     2.500e-05 |     0.2242 |          0.7673 |                      0.6414 |       1.1928 |       1.2167 |            1589
2022-06-21 05:48:24 |   457 |     2.500e-05 |     0.2211 |          0.7753 |                      0.6514 |       1.1567 |       1.1889 |            1589
2022-06-21 05:50:22 |   458 |     2.500e-05 |     0.2263 |          0.7717 |                      0.6472 |       1.1834 |       1.1854 |            1589
2022-06-21 05:52:20 |   459 |     2.500e-05 |     0.2255 |          0.7952 |                      0.6672 |       1.1937 |       1.2226 |            1589
2022-06-21 05:54:19 |   460 |     2.500e-05 |     0.2235 |          0.7697 |                      0.6470 |       1.1648 |       1.1779 |            1589
2022-06-21 05:56:18 |   461 |     2.500e-05 |     0.2263 |          0.7981 |                      0.6746 |       1.1509 |       1.1757 |            1589
2022-06-21 05:58:16 |   462 |     2.500e-05 |     0.2262 |          0.8035 |                      0.6798 |       1.1352 |       1.1898 |            1589
2022-06-21 06:00:15 |   463 |     2.500e-05 |     0.2230 |          0.7897 |                      0.6627 |       1.1751 |       1.2119 |            1589
2022-06-21 06:02:12 |   464 |     2.500e-05 |     0.2246 |          0.7906 |                      0.6656 |       1.1412 |       1.2277 |            1589
2022-06-21 06:04:10 |   465 |     2.500e-05 |     0.2233 |          0.8135 |                      0.6807 |       1.2121 |       1.2757 |            1589
2022-06-21 06:06:09 |   466 |     2.500e-05 |     0.2210 |          0.7796 |                      0.6527 |       1.1814 |       1.2523 |            1589
2022-06-21 06:08:06 |   467 |     2.500e-05 |     0.2257 |          0.7763 |                      0.6504 |       1.1694 |       1.2163 |            1589
2022-06-21 06:10:04 |   468 |     2.500e-05 |     0.2249 |          0.7497 |                      0.6277 |       1.1491 |       1.1919 |            1589
2022-06-21 06:12:03 |   469 |     2.500e-05 |     0.2216 |          0.7718 |                      0.6459 |       1.1655 |       1.2300 |            1589
2022-06-21 06:14:02 |   470 |     2.500e-05 |     0.2214 |          0.7901 |                      0.6661 |       1.1480 |       1.1967 |            1589
2022-06-21 06:16:01 |   471 |     2.500e-05 |     0.2322 |          0.7878 |                      0.6593 |       1.1886 |       1.2502 |            1589
2022-06-21 06:18:00 |   472 |     2.500e-05 |     0.2379 |          0.8023 |                      0.6736 |       1.1654 |       1.2678 |            1589
2022-06-21 06:19:59 |   473 |     2.500e-05 |     0.2417 |          0.7742 |                      0.6499 |       1.1495 |       1.2301 |            1589
2022-06-21 06:21:59 |   474 |     2.500e-05 |     0.2458 |          0.7875 |                      0.6626 |       1.1459 |       1.2199 |            1589
2022-06-21 06:23:58 |   475 |     2.500e-05 |     0.2355 |          0.7772 |                      0.6512 |       1.1561 |       1.2409 |            1589
2022-06-21 06:25:57 |   476 |     2.500e-05 |     0.2268 |          0.7827 |                      0.6566 |       1.1654 |       1.2113 |            1589
2022-06-21 06:27:56 |   477 |     2.500e-05 |     0.2257 |          0.7784 |                      0.6536 |       1.1468 |       1.1906 |            1589
2022-06-21 06:29:55 |   478 |     2.500e-05 |     0.2257 |          0.7385 |                      0.6157 |       1.1443 |       1.2013 |            1589
2022-06-21 06:31:53 |   479 |     2.500e-05 |     0.2252 |          0.7757 |                      0.6531 |       1.1397 |       1.2041 |            1589
2022-06-21 06:33:52 |   480 |     2.500e-05 |     0.2286 |          0.7934 |                      0.6654 |       1.1870 |       1.2370 |            1589
2022-06-21 06:35:50 |   481 |     2.500e-05 |     0.2297 |          0.7945 |                      0.6663 |       1.1781 |       1.2562 |            1589
2022-06-21 06:37:50 |   482 |     2.500e-05 |     0.2260 |          0.8058 |                      0.6754 |       1.1919 |       1.2889 |            1589
2022-06-21 06:39:48 |   483 |     2.500e-05 |     0.2262 |          0.7987 |                      0.6692 |       1.2082 |       1.2634 |            1589
2022-06-21 06:41:48 |   484 |     2.500e-05 |     0.2345 |          0.8008 |                      0.6726 |       1.1557 |       1.2713 |            1589
2022-06-21 06:43:47 |   485 |     2.500e-05 |     0.2288 |          0.8092 |                      0.6781 |       1.1901 |       1.2763 |            1589
2022-06-21 06:45:46 |   486 |     2.500e-05 |     0.2262 |          0.7825 |                      0.6527 |       1.2009 |       1.2727 |            1589
2022-06-21 06:47:45 |   487 |     2.500e-05 |     0.2218 |          0.7920 |                      0.6614 |       1.1929 |       1.2461 |            1589
2022-06-21 06:49:44 |   488 |     2.500e-05 |     0.2271 |          0.7773 |                      0.6514 |       1.1521 |       1.2370 |            1589
2022-06-21 06:51:43 |   489 |     2.500e-05 |     0.2205 |          0.7906 |                      0.6621 |       1.1825 |       1.2286 |            1589
2022-06-21 06:53:42 |   490 |     2.500e-05 |     0.2190 |          0.7745 |                      0.6492 |       1.1697 |       1.2233 |            1589
2022-06-21 06:55:42 |   491 |     2.500e-05 |     0.2221 |          0.7380 |                      0.6181 |       1.1292 |       1.1649 |            1589
2022-06-21 06:57:41 |   492 |     2.500e-05 |     0.2198 |          0.7769 |                      0.6537 |       1.1659 |       1.1836 |            1589
2022-06-21 06:59:39 |   493 |     2.500e-05 |     0.2249 |          0.7694 |                      0.6440 |       1.1759 |       1.1963 |            1589
2022-06-21 07:01:38 |   494 |     2.500e-05 |     0.2177 |          0.7665 |                      0.6431 |       1.1527 |       1.1718 |            1589
2022-06-21 07:03:36 |   495 |     2.500e-05 |     0.2190 |          0.7886 |                      0.6581 |       1.2113 |       1.2254 |            1589
2022-06-21 07:05:35 |   496 |     2.500e-05 |     0.2182 |          0.7882 |                      0.6547 |       1.2322 |       1.2787 |            1589
2022-06-21 07:07:34 |   497 |     2.500e-05 |     0.2171 |          0.7913 |                      0.6633 |       1.1940 |       1.2145 |            1589
2022-06-21 07:09:33 |   498 |     2.500e-05 |     0.2160 |          0.7461 |                      0.6227 |       1.1729 |       1.2090 |            1589
2022-06-21 07:11:31 |   499 |     2.500e-05 |     0.2199 |          0.7714 |                      0.6436 |       1.2084 |       1.2246 |            1589
2022-06-21 07:13:29 |   500 |     2.500e-05 |     0.2171 |          0.7616 |                      0.6366 |       1.1758 |       1.2061 |            1589
2022-06-21 07:15:26 |   501 |     2.500e-05 |     0.2203 |          0.7844 |                      0.6585 |       1.1686 |       1.2126 |            1589
2022-06-21 07:17:25 |   502 |     2.500e-05 |     0.2173 |          0.7806 |                      0.6539 |       1.1766 |       1.2080 |            1589
2022-06-21 07:19:23 |   503 |     2.500e-05 |     0.2219 |          0.7872 |                      0.6607 |       1.1843 |       1.2206 |            1589
2022-06-21 07:21:21 |   504 |     2.500e-05 |     0.2243 |          0.7707 |                      0.6445 |       1.1726 |       1.2091 |            1589
2022-06-21 07:23:20 |   505 |     2.500e-05 |     0.2237 |          0.7739 |                      0.6487 |       1.1545 |       1.2138 |            1589
2022-06-21 07:25:19 |   506 |     2.500e-05 |     0.2218 |          0.7649 |                      0.6407 |       1.1675 |       1.2189 |            1589
2022-06-21 07:27:18 |   507 |     2.500e-05 |     0.2176 |          0.7730 |                      0.6472 |       1.1899 |       1.2121 |            1589
2022-06-21 07:29:16 |   508 |     2.500e-05 |     0.2185 |          0.7631 |                      0.6402 |       1.1593 |       1.1917 |            1589
2022-06-21 07:31:15 |   509 |     2.500e-05 |     0.2187 |          0.7716 |                      0.6418 |       1.2100 |       1.2532 |            1589
2022-06-21 07:33:15 |   510 |     2.500e-05 |     0.2210 |          0.7938 |                      0.6583 |       1.2668 |       1.3093 |            1589
2022-06-21 07:35:14 |   511 |     2.500e-05 |     0.2216 |          0.7634 |                      0.6377 |       1.1736 |       1.2386 |            1589
2022-06-21 07:37:13 |   512 |     2.500e-05 |     0.2340 |          0.8007 |                      0.6677 |       1.2476 |       1.2869 |            1589
2022-06-21 07:39:13 |   513 |     2.500e-05 |     0.2384 |          0.7581 |                      0.6301 |       1.2050 |       1.2575 |            1589
2022-06-21 07:41:12 |   514 |     2.500e-05 |     0.2458 |          0.7767 |                      0.6465 |       1.2267 |       1.2714 |            1589
2022-06-21 07:43:10 |   515 |     2.500e-05 |     0.2307 |          0.7568 |                      0.6302 |       1.1816 |       1.2484 |            1589
2022-06-21 07:45:08 |   516 |     2.500e-05 |     0.2283 |          0.7671 |                      0.6409 |       1.1990 |       1.2193 |            1589
2022-06-21 07:47:07 |   517 |     2.500e-05 |     0.2257 |          0.7468 |                      0.6231 |       1.1830 |       1.2021 |            1589
2022-06-21 07:49:06 |   518 |     2.500e-05 |     0.2300 |          0.7811 |                      0.6557 |       1.1959 |       1.2318 |            1589
2022-06-21 07:51:04 |   519 |     2.500e-05 |     0.2311 |          0.7804 |                      0.6546 |       1.1995 |       1.1840 |            1589
2022-06-21 07:53:02 |   520 |     2.500e-05 |     0.2294 |          0.8236 |                      0.6947 |       1.2248 |       1.2144 |            1589
2022-06-21 07:55:01 |   521 |     2.500e-05 |     0.2256 |          0.7734 |                      0.6462 |       1.1980 |       1.2360 |            1589
2022-06-21 07:57:00 |   522 |     2.500e-05 |     0.2188 |          0.7571 |                      0.6328 |       1.1583 |       1.2048 |            1589
2022-06-21 07:58:59 |   523 |     2.500e-05 |     0.2240 |          0.7759 |                      0.6475 |       1.2278 |       1.2275 |            1589
2022-06-21 08:00:58 |   524 |     2.500e-05 |     0.2237 |          0.7800 |                      0.6573 |       1.1517 |       1.1909 |            1589
2022-06-21 08:02:57 |   525 |     2.500e-05 |     0.2192 |          0.7629 |                      0.6418 |       1.1482 |       1.1796 |            1589
2022-06-21 08:04:57 |   526 |     2.500e-05 |     0.2175 |          0.7476 |                      0.6264 |       1.1312 |       1.2104 |            1589
2022-06-21 08:06:57 |   527 |     2.500e-05 |     0.2183 |          0.7867 |                      0.6615 |       1.1788 |       1.1974 |            1589
2022-06-21 08:08:56 |   528 |     2.500e-05 |     0.2202 |          0.7516 |                      0.6301 |       1.1747 |       1.2007 |            1589
2022-06-21 08:10:55 |   529 |     2.500e-05 |     0.2192 |          0.7636 |                      0.6435 |       1.1463 |       1.1864 |            1589
2022-06-21 08:12:54 |   530 |     2.500e-05 |     0.2188 |          0.7393 |                      0.6171 |       1.1593 |       1.1914 |            1589
2022-06-21 08:14:53 |   531 |     2.500e-05 |     0.2207 |          0.7664 |                      0.6449 |       1.1383 |       1.1936 |            1589
2022-06-21 08:16:52 |   532 |     2.500e-05 |     0.2206 |          0.7766 |                      0.6548 |       1.1613 |       1.1756 |            1589
2022-06-21 08:18:50 |   533 |     2.500e-05 |     0.2210 |          0.7409 |                      0.6208 |       1.1405 |       1.1896 |            1589
2022-06-21 08:20:50 |   534 |     2.500e-05 |     0.2176 |          0.7900 |                      0.6674 |       1.1557 |       1.2012 |            1589
2022-06-21 08:22:48 |   535 |     2.500e-05 |     0.2167 |          0.7408 |                      0.6201 |       1.1552 |       1.1599 |            1589
2022-06-21 08:24:47 |   536 |     2.500e-05 |     0.2158 |          0.7481 |                      0.6274 |       1.1654 |       1.1928 |            1589
2022-06-21 08:26:47 |   537 |     2.500e-05 |     0.2180 |          0.7557 |                      0.6344 |       1.1590 |       1.1861 |            1589
2022-06-21 08:28:46 |   538 |     2.500e-05 |     0.2188 |          0.7390 |                      0.6170 |       1.1509 |       1.2003 |            1589
2022-06-21 08:30:44 |   539 |     2.500e-05 |     0.2257 |          0.7554 |                      0.6298 |       1.1923 |       1.2298 |            1589
2022-06-21 08:32:43 |   540 |     2.500e-05 |     0.2238 |          0.7570 |                      0.6338 |       1.1769 |       1.1787 |            1589
2022-06-21 08:34:42 |   541 |     2.500e-05 |     0.2255 |          0.7684 |                      0.6419 |       1.2245 |       1.2219 |            1589
2022-06-21 08:36:41 |   542 |     2.500e-05 |     0.2237 |          0.8109 |                      0.6847 |       1.2334 |       1.1887 |            1589
2022-06-21 08:38:40 |   543 |     1.250e-05 |     0.2226 |          0.7651 |                      0.6425 |       1.1729 |       1.1641 |            1589
2022-06-21 08:40:39 |   544 |     1.250e-05 |     0.2031 |          0.8044 |                      0.6812 |       1.1946 |       1.1685 |            1589
2022-06-21 08:42:38 |   545 |     1.250e-05 |     0.1917 |          0.7710 |                      0.6497 |       1.1655 |       1.1764 |            1589
2022-06-21 08:44:38 |   546 |     1.250e-05 |     0.1818 |          0.7602 |                      0.6396 |       1.1643 |       1.1504 |            1589
2022-06-21 08:46:37 |   547 |     1.250e-05 |     0.1785 |          0.7552 |                      0.6343 |       1.1714 |       1.1546 |            1589
2022-06-21 08:48:36 |   548 |     1.250e-05 |     0.1740 |          0.7916 |                      0.6697 |       1.1537 |       1.1732 |            1589
2022-06-21 08:50:35 |   549 |     1.250e-05 |     0.1732 |          0.7882 |                      0.6675 |       1.1664 |       1.1594 |            1589
2022-06-21 08:52:34 |   550 |     1.250e-05 |     0.1677 |          0.7585 |                      0.6390 |       1.1511 |       1.1578 |            1589
2022-06-21 08:54:32 |   551 |     1.250e-05 |     0.1627 |          0.7712 |                      0.6516 |       1.1552 |       1.1443 |            1589
2022-06-21 08:56:30 |   552 |     1.250e-05 |     0.1634 |          0.7601 |                      0.6414 |       1.1503 |       1.1494 |            1589
2022-06-21 08:58:28 |   553 |     1.250e-05 |     0.1630 |          0.7749 |                      0.6539 |       1.1549 |       1.1634 |            1589
2022-06-21 09:00:27 |   554 |     1.250e-05 |     0.1605 |          0.7702 |                      0.6492 |       1.1506 |       1.1731 |            1589
2022-06-21 09:02:26 |   555 |     1.250e-05 |     0.1602 |          0.7456 |                      0.6282 |       1.1345 |       1.1452 |            1589
2022-06-21 09:04:25 |   556 |     1.250e-05 |     0.1573 |          0.7485 |                      0.6304 |       1.1313 |       1.1466 |            1589
2022-06-21 09:06:23 |   557 |     1.250e-05 |     0.1568 |          0.7530 |                      0.6342 |       1.1431 |       1.1535 |            1589
2022-06-21 09:08:22 |   558 |     1.250e-05 |     0.1543 |          0.7825 |                      0.6588 |       1.1798 |       1.1951 |            1589
2022-06-21 09:10:21 |   559 |     1.250e-05 |     0.1540 |          0.7424 |                      0.6229 |       1.1431 |       1.1507 |            1589
2022-06-21 09:12:19 |   560 |     1.250e-05 |     0.1566 |          0.7726 |                      0.6527 |       1.1321 |       1.1615 |            1589
2022-06-21 09:14:18 |   561 |     1.250e-05 |     0.1551 |          0.7321 |                      0.6154 |       1.1289 |       1.1442 |            1589
2022-06-21 09:16:17 |   562 |     1.250e-05 |     0.1550 |          0.7587 |                      0.6407 |       1.1256 |       1.1560 |            1589
2022-06-21 09:18:15 |   563 |     1.250e-05 |     0.1525 |          0.7416 |                      0.6220 |       1.1413 |       1.1561 |            1589
2022-06-21 09:20:14 |   564 |     1.250e-05 |     0.1528 |          0.7420 |                      0.6253 |       1.1245 |       1.1268 |            1589
2022-06-21 09:22:13 |   565 |     1.250e-05 |     0.1504 |          0.7434 |                      0.6260 |       1.1293 |       1.1476 |            1589
2022-06-21 09:24:12 |   566 |     1.250e-05 |     0.1514 |          0.7551 |                      0.6367 |       1.1382 |       1.1520 |            1589
2022-06-21 09:26:11 |   567 |     1.250e-05 |     0.1510 |          0.7236 |                      0.6084 |       1.1030 |       1.1260 |            1589
2022-06-21 09:28:09 |   568 |     1.250e-05 |     0.1476 |          0.7336 |                      0.6173 |       1.1174 |       1.1329 |            1589
2022-06-21 09:30:07 |   569 |     1.250e-05 |     0.1485 |          0.7597 |                      0.6408 |       1.1458 |       1.1539 |            1589
2022-06-21 09:32:07 |   570 |     1.250e-05 |     0.1467 |          0.7524 |                      0.6344 |       1.1367 |       1.1360 |            1589
2022-06-21 09:34:06 |   571 |     1.250e-05 |     0.1470 |          0.7437 |                      0.6266 |       1.1221 |       1.1386 |            1589
2022-06-21 09:36:06 |   572 |     1.250e-05 |     0.1468 |          0.7548 |                      0.6361 |       1.1302 |       1.1572 |            1589
2022-06-21 09:38:05 |   573 |     1.250e-05 |     0.1445 |          0.7406 |                      0.6246 |       1.1135 |       1.1189 |            1589
2022-06-21 09:40:04 |   574 |     1.250e-05 |     0.1460 |          0.7517 |                      0.6307 |       1.1463 |       1.1660 |            1589
2022-06-21 09:42:03 |   575 |     1.250e-05 |     0.1447 |          0.7372 |                      0.6188 |       1.1445 |       1.1576 |            1589
2022-06-21 09:44:01 |   576 |     1.250e-05 |     0.1449 |          0.7317 |                      0.6139 |       1.1376 |       1.1511 |            1589
2022-06-21 09:45:59 |   577 |     1.250e-05 |     0.1437 |          0.7428 |                      0.6244 |       1.1405 |       1.1412 |            1589
2022-06-21 09:47:57 |   578 |     1.250e-05 |     0.1425 |          0.7578 |                      0.6378 |       1.1395 |       1.1694 |            1589
2022-06-21 09:49:57 |   579 |     1.250e-05 |     0.1440 |          0.7660 |                      0.6459 |       1.1534 |       1.1439 |            1589
2022-06-21 09:51:57 |   580 |     1.250e-05 |     0.1422 |          0.7430 |                      0.6238 |       1.1379 |       1.1630 |            1589
2022-06-21 09:53:56 |   581 |     1.250e-05 |     0.1422 |          0.7572 |                      0.6377 |       1.1473 |       1.1542 |            1589
2022-06-21 09:55:53 |   582 |     1.250e-05 |     0.1423 |          0.7463 |                      0.6270 |       1.1360 |       1.1507 |            1589
2022-06-21 09:57:50 |   583 |     1.250e-05 |     0.1429 |          0.7474 |                      0.6293 |       1.1367 |       1.1351 |            1589
2022-06-21 09:59:48 |   584 |     1.250e-05 |     0.1429 |          0.7373 |                      0.6200 |       1.1241 |       1.1383 |            1589
2022-06-21 10:01:47 |   585 |     1.250e-05 |     0.1428 |          0.7281 |                      0.6105 |       1.1358 |       1.1404 |            1589
2022-06-21 10:03:47 |   586 |     1.250e-05 |     0.1431 |          0.7565 |                      0.6357 |       1.1491 |       1.1506 |            1589
2022-06-21 10:05:46 |   587 |     1.250e-05 |     0.1428 |          0.7340 |                      0.6153 |       1.1397 |       1.1592 |            1589
2022-06-21 10:07:45 |   588 |     1.250e-05 |     0.1412 |          0.7434 |                      0.6254 |       1.1263 |       1.1396 |            1589
2022-06-21 10:09:41 |   589 |     1.250e-05 |     0.1413 |          0.7377 |                      0.6191 |       1.1434 |       1.1317 |            1589
2022-06-21 10:11:39 |   590 |     1.250e-05 |     0.1420 |          0.7366 |                      0.6183 |       1.1328 |       1.1501 |            1589
2022-06-21 10:13:37 |   591 |     1.250e-05 |     0.1408 |          0.7328 |                      0.6147 |       1.1327 |       1.1450 |            1589
2022-06-21 10:15:35 |   592 |     1.250e-05 |     0.1422 |          0.7648 |                      0.6443 |       1.1460 |       1.1646 |            1589
2022-06-21 10:17:34 |   593 |     1.250e-05 |     0.1407 |          0.7582 |                      0.6369 |       1.1551 |       1.1839 |            1589
2022-06-21 10:19:33 |   594 |     1.250e-05 |     0.1410 |          0.7541 |                      0.6340 |       1.1441 |       1.1511 |            1589
2022-06-21 10:21:32 |   595 |     1.250e-05 |     0.1416 |          0.7668 |                      0.6465 |       1.1354 |       1.1571 |            1589
2022-06-21 10:23:31 |   596 |     1.250e-05 |     0.1398 |          0.7520 |                      0.6330 |       1.1395 |       1.1567 |            1589
2022-06-21 10:25:30 |   597 |     1.250e-05 |     0.1404 |          0.7312 |                      0.6132 |       1.1408 |       1.1496 |            1589
2022-06-21 10:27:29 |   598 |     1.250e-05 |     0.1421 |          0.7362 |                      0.6188 |       1.1175 |       1.1356 |            1589
2022-06-21 10:29:28 |   599 |     1.250e-05 |     0.1405 |          0.7328 |                      0.6158 |       1.1280 |       1.1400 |            1589
2022-06-21 10:31:26 |   600 |     1.250e-05 |     0.1429 |          0.7471 |                      0.6296 |       1.1144 |       1.1280 |            1589
2022-06-21 10:33:24 |   601 |     1.250e-05 |     0.1417 |          0.7287 |                      0.6116 |       1.1343 |       1.1274 |            1589
2022-06-21 10:35:19 |   602 |     1.250e-05 |     0.1397 |          0.7537 |                      0.6341 |       1.1429 |       1.1432 |            1589
2022-06-21 10:37:17 |   603 |     1.250e-05 |     0.1429 |          0.7347 |                      0.6183 |       1.1215 |       1.1313 |            1589
2022-06-21 10:39:14 |   604 |     1.250e-05 |     0.1422 |          0.7295 |                      0.6125 |       1.1282 |       1.1228 |            1589
2022-06-21 10:41:13 |   605 |     1.250e-05 |     0.1395 |          0.7307 |                      0.6128 |       1.1226 |       1.1285 |            1589
2022-06-21 10:43:14 |   606 |     1.250e-05 |     0.1395 |          0.7258 |                      0.6108 |       1.1011 |       1.1219 |            1589
2022-06-21 10:45:13 |   607 |     1.250e-05 |     0.1398 |          0.7302 |                      0.6131 |       1.1203 |       1.1359 |            1589
