               Time | Epoch | Learning rate | Train loss | Validation loss | MAE_energy_1_energy_0_delta | MAE_energy_0 | MAE_energy_1 | MAE_energy_0_grad | MAE_energy_1_grad | GPU Memory (MB)
               Time | Epoch | Learning rate | Train loss | Validation loss | MAE_energy_1_energy_0_delta | MAE_energy_0 | MAE_energy_1 | GPU Memory (MB)
2022-06-20 21:10:58 |   196 |     1.000e-04 |     0.6993 |          1.0983 |                      0.9018 |       1.8268 |       1.9532 |            1589
2022-06-20 21:12:56 |   197 |     1.000e-04 |     0.6818 |          1.1653 |                      0.9670 |       1.7554 |       1.9505 |            1589
2022-06-20 21:14:55 |   198 |     1.000e-04 |     0.6823 |          1.0025 |                      0.8365 |       1.5821 |       1.6014 |            1589
2022-06-20 21:16:54 |   199 |     1.000e-04 |     0.6852 |          1.1616 |                      0.9832 |       1.6549 |       1.7700 |            1589
2022-06-20 21:18:53 |   200 |     1.000e-04 |     0.6817 |          1.1445 |                      0.9450 |       1.9227 |       1.9507 |            1589
2022-06-20 21:20:52 |   201 |     1.000e-04 |     0.6787 |          1.0334 |                      0.8530 |       1.8067 |       1.7051 |            1589
2022-06-20 21:22:51 |   202 |     1.000e-04 |     0.6630 |          1.1816 |                      0.9984 |       1.8772 |       1.6661 |            1589
2022-06-20 21:24:50 |   203 |     1.000e-04 |     0.6810 |          1.1425 |                      0.9593 |       1.6754 |       1.8106 |            1589
2022-06-20 21:26:50 |   204 |     1.000e-04 |     0.6882 |          1.1478 |                      0.9784 |       1.5922 |       1.6139 |            1589
2022-06-20 21:28:49 |   205 |     1.000e-04 |     0.6658 |          1.1019 |                      0.9157 |       1.7007 |       1.8477 |            1589
2022-06-20 21:30:48 |   206 |     1.000e-04 |     0.6877 |          1.0487 |                      0.8755 |       1.6420 |       1.6977 |            1589
2022-06-20 21:32:47 |   207 |     1.000e-04 |     0.6630 |          1.0879 |                      0.9008 |       1.7296 |       1.8332 |            1589
2022-06-20 21:34:45 |   208 |     1.000e-04 |     0.6772 |          1.0959 |                      0.9305 |       1.6438 |       1.5998 |            1589
2022-06-20 21:36:44 |   209 |     1.000e-04 |     0.6947 |          0.9638 |                      0.7923 |       1.5881 |       1.6120 |            1589
2022-06-20 21:38:44 |   210 |     1.000e-04 |     0.6589 |          1.1283 |                      0.9404 |       1.8708 |       1.8089 |            1589
2022-06-20 21:40:42 |   211 |     1.000e-04 |     0.6805 |          1.0754 |                      0.9005 |       1.6952 |       1.7541 |            1589
2022-06-20 21:42:41 |   212 |     1.000e-04 |     0.6659 |          1.0160 |                      0.8518 |       1.5626 |       1.5526 |            1589
2022-06-20 21:44:40 |   213 |     1.000e-04 |     0.6725 |          1.0971 |                      0.9236 |       1.7264 |       1.6475 |            1589
2022-06-20 21:46:40 |   214 |     1.000e-04 |     0.6642 |          0.9745 |                      0.8027 |       1.6316 |       1.6258 |            1589
2022-06-20 21:48:39 |   215 |     1.000e-04 |     0.6781 |          1.0175 |                      0.8462 |       1.6340 |       1.6624 |            1589
2022-06-20 21:50:37 |   216 |     1.000e-04 |     0.6578 |          1.0372 |                      0.8545 |       1.8085 |       1.8085 |            1589
2022-06-20 21:52:36 |   217 |     1.000e-04 |     0.6774 |          1.0607 |                      0.8985 |       1.5072 |       1.5783 |            1589
2022-06-20 21:54:35 |   218 |     1.000e-04 |     0.6644 |          1.0721 |                      0.8973 |       1.7108 |       1.6463 |            1589
2022-06-20 21:56:35 |   219 |     1.000e-04 |     0.6626 |          1.0777 |                      0.8983 |       1.7631 |       1.7254 |            1589
2022-06-20 21:58:34 |   220 |     1.000e-04 |     0.6707 |          0.9865 |                      0.8162 |       1.5954 |       1.6569 |            1589
2022-06-20 22:00:33 |   221 |     1.000e-04 |     0.6621 |          1.0199 |                      0.8419 |       1.6079 |       1.7416 |            1589
2022-06-20 22:02:32 |   222 |     1.000e-04 |     0.6538 |          0.9920 |                      0.8275 |       1.5760 |       1.6214 |            1589
2022-06-20 22:04:31 |   223 |     1.000e-04 |     0.6673 |          1.0021 |                      0.8205 |       1.7428 |       1.7002 |            1589
2022-06-20 22:06:29 |   224 |     1.000e-04 |     0.6769 |          1.0267 |                      0.8505 |       1.5628 |       1.7250 |            1589
2022-06-20 22:08:28 |   225 |     1.000e-04 |     0.6608 |          1.0174 |                      0.8354 |       1.7287 |       1.7712 |            1589
2022-06-20 22:10:27 |   226 |     1.000e-04 |     0.6500 |          0.9973 |                      0.8369 |       1.5402 |       1.5302 |            1589
2022-06-20 22:12:27 |   227 |     1.000e-04 |     0.6408 |          1.1322 |                      0.9462 |       1.7707 |       1.8617 |            1589
2022-06-20 22:14:26 |   228 |     1.000e-04 |     0.6658 |          1.0297 |                      0.8485 |       1.7322 |       1.7672 |            1589
2022-06-20 22:16:25 |   229 |     1.000e-04 |     0.6497 |          0.9862 |                      0.8278 |       1.5398 |       1.5360 |            1589
2022-06-20 22:18:25 |   230 |     1.000e-04 |     0.6714 |          1.1838 |                      1.0222 |       1.4970 |       1.6251 |            1589
2022-06-20 22:20:23 |   231 |     1.000e-04 |     0.6730 |          0.9821 |                      0.8138 |       1.6349 |       1.6502 |            1589
2022-06-20 22:22:24 |   232 |     1.000e-04 |     0.6619 |          1.0798 |                      0.9019 |       1.6330 |       1.7287 |            1589
2022-06-20 22:24:23 |   233 |     1.000e-04 |     0.6688 |          1.0324 |                      0.8664 |       1.5940 |       1.5956 |            1589
2022-06-20 22:26:21 |   234 |     1.000e-04 |     0.6566 |          1.0346 |                      0.8697 |       1.6311 |       1.5975 |            1589
2022-06-20 22:28:18 |   235 |     1.000e-04 |     0.6431 |          1.0443 |                      0.8716 |       1.6533 |       1.6521 |            1589
2022-06-20 22:30:16 |   236 |     1.000e-04 |     0.6520 |          1.0463 |                      0.8700 |       1.6346 |       1.7229 |            1589
2022-06-20 22:32:15 |   237 |     1.000e-04 |     0.6535 |          1.0046 |                      0.8303 |       1.6849 |       1.6706 |            1589
2022-06-20 22:34:14 |   238 |     1.000e-04 |     0.6551 |          1.0233 |                      0.8583 |       1.5753 |       1.5982 |            1589
2022-06-20 22:36:13 |   239 |     1.000e-04 |     0.6462 |          1.0343 |                      0.8508 |       1.7755 |       1.7891 |            1589
2022-06-20 22:38:12 |   240 |     1.000e-04 |     0.6366 |          1.0722 |                      0.9001 |       1.7228 |       1.5861 |            1589
2022-06-20 22:40:11 |   241 |     1.000e-04 |     0.6436 |          1.0621 |                      0.8850 |       1.6323 |       1.6989 |            1589
2022-06-20 22:42:09 |   242 |     1.000e-04 |     0.6327 |          1.0087 |                      0.8323 |       1.6602 |       1.7198 |            1589
2022-06-20 22:44:08 |   243 |     1.000e-04 |     0.6242 |          1.0199 |                      0.8490 |       1.7064 |       1.6642 |            1589
2022-06-20 22:46:06 |   244 |     1.000e-04 |     0.6297 |          1.0229 |                      0.8320 |       1.8242 |       1.8937 |            1589
2022-06-20 22:48:05 |   245 |     1.000e-04 |     0.6306 |          1.0124 |                      0.8417 |       1.6401 |       1.6498 |            1589
2022-06-20 22:50:04 |   246 |     1.000e-04 |     0.6320 |          1.0531 |                      0.8573 |       1.9975 |       1.8553 |            1589
2022-06-20 22:52:03 |   247 |     1.000e-04 |     0.6390 |          0.9909 |                      0.8053 |       1.8702 |       1.7822 |            1589
2022-06-20 22:54:03 |   248 |     1.000e-04 |     0.6198 |          1.0546 |                      0.8844 |       1.7294 |       1.6117 |            1589
2022-06-20 22:56:01 |   249 |     1.000e-04 |     0.6248 |          1.1293 |                      0.9718 |       1.5721 |       1.5154 |            1589
2022-06-20 22:58:00 |   250 |     1.000e-04 |     0.6377 |          0.9993 |                      0.8316 |       1.5461 |       1.6143 |            1589
2022-06-20 22:59:59 |   251 |     1.000e-04 |     0.6341 |          1.0508 |                      0.8645 |       1.8088 |       1.7492 |            1589
2022-06-20 23:01:56 |   252 |     1.000e-04 |     0.6241 |          0.9810 |                      0.7873 |       1.8754 |       1.8576 |            1589
2022-06-20 23:03:55 |   253 |     1.000e-04 |     0.6175 |          1.0956 |                      0.9226 |       1.5841 |       1.7732 |            1589
2022-06-20 23:05:55 |   254 |     1.000e-04 |     0.6275 |          1.0496 |                      0.8776 |       1.6000 |       1.6434 |            1589
2022-06-20 23:07:54 |   255 |     1.000e-04 |     0.6191 |          1.0384 |                      0.8651 |       1.5833 |       1.6560 |            1589
2022-06-20 23:09:53 |   256 |     1.000e-04 |     0.6121 |          1.0912 |                      0.8872 |       2.0430 |       1.9501 |            1589
2022-06-20 23:11:52 |   257 |     1.000e-04 |     0.6183 |          0.9739 |                      0.8032 |       1.6295 |       1.6878 |            1589
2022-06-20 23:13:51 |   258 |     1.000e-04 |     0.6148 |          0.9713 |                      0.8041 |       1.6219 |       1.6480 |            1589
2022-06-20 23:15:50 |   259 |     1.000e-04 |     0.6212 |          1.0132 |                      0.8440 |       1.5747 |       1.6612 |            1589
2022-06-20 23:17:50 |   260 |     1.000e-04 |     0.6270 |          1.0200 |                      0.8381 |       1.7610 |       1.7879 |            1589
2022-06-20 23:19:49 |   261 |     5.000e-05 |     0.5135 |          0.9142 |                      0.7570 |       1.4833 |       1.5275 |            1589
2022-06-20 23:21:48 |   262 |     5.000e-05 |     0.4703 |          0.9001 |                      0.7450 |       1.4383 |       1.5343 |            1589
2022-06-20 23:23:47 |   263 |     5.000e-05 |     0.4477 |          0.9017 |                      0.7494 |       1.4030 |       1.5044 |            1589
2022-06-20 23:25:46 |   264 |     5.000e-05 |     0.4335 |          0.9084 |                      0.7611 |       1.3738 |       1.4488 |            1589
2022-06-20 23:27:45 |   265 |     5.000e-05 |     0.4251 |          0.8899 |                      0.7337 |       1.4662 |       1.5490 |            1589
2022-06-20 23:29:46 |   266 |     5.000e-05 |     0.4249 |          0.9649 |                      0.8114 |       1.4946 |       1.4608 |            1589
2022-06-20 23:31:45 |   267 |     5.000e-05 |     0.4125 |          0.8969 |                      0.7464 |       1.4305 |       1.4852 |            1589
2022-06-20 23:33:44 |   268 |     5.000e-05 |     0.4165 |          0.8970 |                      0.7499 |       1.3905 |       1.4224 |            1589
2022-06-20 23:35:43 |   269 |     5.000e-05 |     0.4167 |          0.8934 |                      0.7436 |       1.3970 |       1.4497 |            1589
2022-06-20 23:37:43 |   270 |     5.000e-05 |     0.3911 |          0.8862 |                      0.7342 |       1.4482 |       1.4761 |            1589
2022-06-20 23:39:43 |   271 |     5.000e-05 |     0.3958 |          0.8806 |                      0.7275 |       1.4455 |       1.4890 |            1589
2022-06-20 23:41:42 |   272 |     5.000e-05 |     0.3893 |          0.8909 |                      0.7476 |       1.3702 |       1.3621 |            1589
2022-06-20 23:43:41 |   273 |     5.000e-05 |     0.3880 |          0.9113 |                      0.7657 |       1.3680 |       1.3991 |            1589
2022-06-20 23:45:41 |   274 |     5.000e-05 |     0.3982 |          0.9047 |                      0.7459 |       1.4639 |       1.5546 |            1589
2022-06-20 23:47:41 |   275 |     5.000e-05 |     0.3821 |          0.9002 |                      0.7439 |       1.4727 |       1.5167 |            1589
2022-06-20 23:49:41 |   276 |     5.000e-05 |     0.3888 |          0.9047 |                      0.7531 |       1.4380 |       1.5002 |            1589
2022-06-20 23:51:40 |   277 |     5.000e-05 |     0.3924 |          0.9038 |                      0.7506 |       1.4344 |       1.5286 |            1589
2022-06-20 23:53:39 |   278 |     5.000e-05 |     0.3866 |          0.8595 |                      0.7140 |       1.3839 |       1.4358 |            1589
2022-06-20 23:55:38 |   279 |     5.000e-05 |     0.3822 |          0.8673 |                      0.7262 |       1.3487 |       1.3642 |            1589
2022-06-20 23:57:37 |   280 |     5.000e-05 |     0.3858 |          0.9167 |                      0.7620 |       1.4707 |       1.5079 |            1589
2022-06-20 23:59:36 |   281 |     5.000e-05 |     0.3856 |          0.8977 |                      0.7563 |       1.3377 |       1.4075 |            1589
2022-06-21 00:01:36 |   282 |     5.000e-05 |     0.3864 |          0.8495 |                      0.6969 |       1.4248 |       1.4596 |            1589
2022-06-21 00:03:34 |   283 |     5.000e-05 |     0.3846 |          0.8720 |                      0.7288 |       1.3188 |       1.4184 |            1589
2022-06-21 00:05:34 |   284 |     5.000e-05 |     0.3837 |          0.9156 |                      0.7677 |       1.4100 |       1.4388 |            1589
2022-06-21 00:07:33 |   285 |     5.000e-05 |     0.3917 |          0.8828 |                      0.7340 |       1.4015 |       1.3961 |            1589
2022-06-21 00:09:32 |   286 |     5.000e-05 |     0.3772 |          0.8289 |                      0.6919 |       1.2801 |       1.3429 |            1589
2022-06-21 00:11:32 |   287 |     5.000e-05 |     0.3785 |          0.8870 |                      0.7423 |       1.3180 |       1.4299 |            1589
2022-06-21 00:13:31 |   288 |     5.000e-05 |     0.3799 |          0.8680 |                      0.7239 |       1.3668 |       1.4149 |            1589
2022-06-21 00:15:31 |   289 |     5.000e-05 |     0.3834 |          0.9116 |                      0.7687 |       1.3214 |       1.3992 |            1589
2022-06-21 00:17:30 |   290 |     5.000e-05 |     0.3864 |          0.9184 |                      0.7681 |       1.4310 |       1.4251 |            1589
2022-06-21 00:19:29 |   291 |     5.000e-05 |     0.3745 |          0.8897 |                      0.7522 |       1.2664 |       1.3429 |            1589
2022-06-21 00:21:28 |   292 |     5.000e-05 |     0.3745 |          0.8355 |                      0.6943 |       1.2998 |       1.3933 |            1589
2022-06-21 00:23:27 |   293 |     5.000e-05 |     0.3756 |          0.8376 |                      0.6973 |       1.2929 |       1.3832 |            1589
2022-06-21 00:25:26 |   294 |     5.000e-05 |     0.3847 |          0.8799 |                      0.7404 |       1.3116 |       1.3328 |            1589
2022-06-21 00:27:26 |   295 |     5.000e-05 |     0.3803 |          0.9185 |                      0.7816 |       1.2284 |       1.3313 |            1589
2022-06-21 00:29:25 |   296 |     5.000e-05 |     0.3776 |          0.8984 |                      0.7618 |       1.2566 |       1.3354 |            1589
2022-06-21 00:31:25 |   297 |     5.000e-05 |     0.3769 |          0.8059 |                      0.6691 |       1.2552 |       1.3396 |            1589
2022-06-21 00:33:24 |   298 |     5.000e-05 |     0.3747 |          0.8503 |                      0.7117 |       1.2969 |       1.3129 |            1589
2022-06-21 00:35:23 |   299 |     5.000e-05 |     0.3736 |          0.8874 |                      0.7482 |       1.3058 |       1.3389 |            1589
2022-06-21 00:37:23 |   300 |     5.000e-05 |     0.3676 |          0.8732 |                      0.7404 |       1.2557 |       1.2784 |            1589
2022-06-21 00:39:22 |   301 |     5.000e-05 |     0.3775 |          0.8494 |                      0.7128 |       1.2579 |       1.3251 |            1589
2022-06-21 00:41:21 |   302 |     5.000e-05 |     0.3648 |          0.8166 |                      0.6798 |       1.2567 |       1.3389 |            1589
2022-06-21 00:43:20 |   303 |     5.000e-05 |     0.3758 |          0.8358 |                      0.6983 |       1.2723 |       1.3562 |            1589
2022-06-21 00:45:18 |   304 |     5.000e-05 |     0.3752 |          0.9122 |                      0.7697 |       1.3032 |       1.4036 |            1589
2022-06-21 00:47:17 |   305 |     5.000e-05 |     0.3628 |          0.8820 |                      0.7396 |       1.3165 |       1.4002 |            1589
2022-06-21 00:49:17 |   306 |     5.000e-05 |     0.3688 |          0.8281 |                      0.6917 |       1.2616 |       1.3101 |            1589
2022-06-21 00:51:15 |   307 |     5.000e-05 |     0.3639 |          0.8222 |                      0.6866 |       1.2783 |       1.3310 |            1589
2022-06-21 00:53:15 |   308 |     5.000e-05 |     0.3688 |          0.8406 |                      0.7094 |       1.2087 |       1.2784 |            1589
2022-06-21 00:55:14 |   309 |     5.000e-05 |     0.3644 |          0.8649 |                      0.7247 |       1.2785 |       1.3801 |            1589
2022-06-21 00:57:13 |   310 |     5.000e-05 |     0.3738 |          0.8502 |                      0.7107 |       1.2941 |       1.3563 |            1589
2022-06-21 00:59:12 |   311 |     5.000e-05 |     0.3835 |          0.8815 |                      0.7367 |       1.3500 |       1.4285 |            1589
2022-06-21 01:01:11 |   312 |     5.000e-05 |     0.3725 |          0.8653 |                      0.7315 |       1.2361 |       1.3231 |            1589
2022-06-21 01:03:10 |   313 |     5.000e-05 |     0.3675 |          0.8546 |                      0.7185 |       1.2477 |       1.3034 |            1589
2022-06-21 01:05:09 |   314 |     5.000e-05 |     0.3630 |          0.8484 |                      0.7092 |       1.2970 |       1.3415 |            1589
2022-06-21 01:07:09 |   315 |     5.000e-05 |     0.3606 |          0.9091 |                      0.7682 |       1.3125 |       1.3587 |            1589
2022-06-21 01:09:09 |   316 |     5.000e-05 |     0.3622 |          0.9124 |                      0.7708 |       1.3377 |       1.3713 |            1589
2022-06-21 01:11:08 |   317 |     5.000e-05 |     0.3586 |          0.8747 |                      0.7361 |       1.2831 |       1.3465 |            1589
2022-06-21 01:13:07 |   318 |     5.000e-05 |     0.3611 |          0.8311 |                      0.6956 |       1.2492 |       1.3481 |            1589
2022-06-21 01:15:06 |   319 |     5.000e-05 |     0.3607 |          0.8849 |                      0.7472 |       1.2939 |       1.3303 |            1589
2022-06-21 01:17:06 |   320 |     5.000e-05 |     0.3667 |          0.8307 |                      0.6943 |       1.2746 |       1.3224 |            1589
2022-06-21 01:19:05 |   321 |     5.000e-05 |     0.3647 |          0.8548 |                      0.7143 |       1.3207 |       1.3352 |            1589
2022-06-21 01:21:04 |   322 |     5.000e-05 |     0.3636 |          0.8442 |                      0.7092 |       1.2518 |       1.3165 |            1589
2022-06-21 01:23:04 |   323 |     5.000e-05 |     0.3628 |          0.8700 |                      0.7356 |       1.2555 |       1.2871 |            1589
2022-06-21 01:25:04 |   324 |     5.000e-05 |     0.3632 |          0.8535 |                      0.7065 |       1.3483 |       1.4427 |            1589
2022-06-21 01:27:04 |   325 |     5.000e-05 |     0.3625 |          0.8357 |                      0.6951 |       1.2946 |       1.3809 |            1589
2022-06-21 01:29:02 |   326 |     5.000e-05 |     0.3664 |          0.8655 |                      0.7236 |       1.3205 |       1.3196 |            1589
2022-06-21 01:31:02 |   327 |     5.000e-05 |     0.3703 |          0.8676 |                      0.7130 |       1.4073 |       1.5200 |            1589
2022-06-21 01:33:01 |   328 |     5.000e-05 |     0.3625 |          0.8553 |                      0.6985 |       1.4769 |       1.5412 |            1589
2022-06-21 01:35:00 |   329 |     5.000e-05 |     0.3648 |          0.8675 |                      0.7163 |       1.4163 |       1.4182 |            1589
2022-06-21 01:36:59 |   330 |     5.000e-05 |     0.3620 |          0.8571 |                      0.7162 |       1.3303 |       1.3484 |            1589
2022-06-21 01:38:58 |   331 |     5.000e-05 |     0.3617 |          0.8480 |                      0.7026 |       1.3553 |       1.3915 |            1589
2022-06-21 01:40:58 |   332 |     5.000e-05 |     0.3713 |          0.8664 |                      0.7165 |       1.4022 |       1.4268 |            1589
2022-06-21 01:42:58 |   333 |     5.000e-05 |     0.3845 |          0.8381 |                      0.6825 |       1.4400 |       1.4773 |            1589
2022-06-21 01:44:57 |   334 |     5.000e-05 |     0.3682 |          0.8907 |                      0.7441 |       1.3512 |       1.3665 |            1589
2022-06-21 01:46:57 |   335 |     5.000e-05 |     0.3753 |          0.8490 |                      0.7048 |       1.3114 |       1.3882 |            1589
2022-06-21 01:48:56 |   336 |     5.000e-05 |     0.3672 |          0.8377 |                      0.6973 |       1.3226 |       1.3370 |            1589
2022-06-21 01:50:55 |   337 |     5.000e-05 |     0.3608 |          0.9133 |                      0.7644 |       1.4076 |       1.3953 |            1589
2022-06-21 01:52:53 |   338 |     5.000e-05 |     0.3666 |          0.8379 |                      0.6976 |       1.3158 |       1.3549 |            1589
2022-06-21 01:54:52 |   339 |     5.000e-05 |     0.3656 |          0.8544 |                      0.7142 |       1.2849 |       1.3250 |            1589
2022-06-21 01:56:52 |   340 |     5.000e-05 |     0.3645 |          0.8443 |                      0.7121 |       1.2239 |       1.2879 |            1589
2022-06-21 01:58:51 |   341 |     5.000e-05 |     0.3712 |          0.8930 |                      0.7524 |       1.3589 |       1.3520 |            1589
2022-06-21 02:00:51 |   342 |     5.000e-05 |     0.3707 |          0.9529 |                      0.8004 |       1.3744 |       1.4788 |            1589
2022-06-21 02:02:50 |   343 |     5.000e-05 |     0.3693 |          0.9290 |                      0.7772 |       1.4248 |       1.4294 |            1589
2022-06-21 02:04:49 |   344 |     5.000e-05 |     0.3612 |          0.8298 |                      0.6932 |       1.2592 |       1.3227 |            1589
2022-06-21 02:06:47 |   345 |     5.000e-05 |     0.3689 |          0.8221 |                      0.6812 |       1.3289 |       1.3274 |            1589
2022-06-21 02:08:46 |   346 |     5.000e-05 |     0.3664 |          0.8913 |                      0.7443 |       1.3853 |       1.3806 |            1589
2022-06-21 02:10:45 |   347 |     5.000e-05 |     0.3625 |          0.9153 |                      0.7717 |       1.3623 |       1.3351 |            1589
2022-06-21 02:12:44 |   348 |     5.000e-05 |     0.3538 |          0.8819 |                      0.7434 |       1.2789 |       1.3298 |            1589
2022-06-21 02:14:44 |   349 |     2.500e-05 |     0.3343 |          0.8245 |                      0.6917 |       1.2388 |       1.2533 |            1589
2022-06-21 02:16:43 |   350 |     2.500e-05 |     0.3064 |          0.7982 |                      0.6716 |       1.1961 |       1.2103 |            1589
2022-06-21 02:18:42 |   351 |     2.500e-05 |     0.2866 |          0.8208 |                      0.6900 |       1.2514 |       1.2602 |            1589
2022-06-21 02:20:40 |   352 |     2.500e-05 |     0.2784 |          0.8459 |                      0.7118 |       1.2451 |       1.2577 |            1589
2022-06-21 02:22:38 |   353 |     2.500e-05 |     0.2718 |          0.8297 |                      0.6994 |       1.2410 |       1.2416 |            1589
2022-06-21 02:24:37 |   354 |     2.500e-05 |     0.2681 |          0.8180 |                      0.6885 |       1.2222 |       1.2514 |            1589
2022-06-21 02:26:37 |   355 |     2.500e-05 |     0.2606 |          0.8078 |                      0.6778 |       1.2209 |       1.2585 |            1589
2022-06-21 02:28:36 |   356 |     2.500e-05 |     0.2555 |          0.8261 |                      0.7003 |       1.1820 |       1.2150 |            1589
2022-06-21 02:30:34 |   357 |     2.500e-05 |     0.2542 |          0.8356 |                      0.7007 |       1.2415 |       1.2581 |            1589
2022-06-21 02:32:35 |   358 |     2.500e-05 |     0.2533 |          0.8124 |                      0.6818 |       1.2186 |       1.2543 |            1589
2022-06-21 02:34:34 |   359 |     2.500e-05 |     0.2505 |          0.8143 |                      0.6783 |       1.2878 |       1.2915 |            1589
2022-06-21 02:36:33 |   360 |     2.500e-05 |     0.2480 |          0.8226 |                      0.6900 |       1.2525 |       1.2611 |            1589
2022-06-21 02:38:32 |   361 |     2.500e-05 |     0.2496 |          0.8114 |                      0.6820 |       1.2228 |       1.2354 |            1589
2022-06-21 02:40:31 |   362 |     2.500e-05 |     0.2491 |          0.7900 |                      0.6616 |       1.2086 |       1.2227 |            1589
2022-06-21 02:42:29 |   363 |     2.500e-05 |     0.2469 |          0.7828 |                      0.6572 |       1.1770 |       1.1870 |            1589
2022-06-21 02:44:27 |   364 |     2.500e-05 |     0.2460 |          0.8258 |                      0.6931 |       1.2567 |       1.2582 |            1589
2022-06-21 02:46:26 |   365 |     2.500e-05 |     0.2408 |          0.7974 |                      0.6717 |       1.1865 |       1.1992 |            1589
2022-06-21 02:48:25 |   366 |     2.500e-05 |     0.2387 |          0.7985 |                      0.6695 |       1.2032 |       1.2385 |            1589
2022-06-21 02:50:24 |   367 |     2.500e-05 |     0.2432 |          0.8448 |                      0.7164 |       1.1946 |       1.2294 |            1589
2022-06-21 02:52:23 |   368 |     2.500e-05 |     0.2389 |          0.8289 |                      0.7007 |       1.1946 |       1.2095 |            1589
2022-06-21 02:54:22 |   369 |     2.500e-05 |     0.2347 |          0.8148 |                      0.6859 |       1.1976 |       1.2404 |            1589
2022-06-21 02:56:21 |   370 |     2.500e-05 |     0.2367 |          0.7943 |                      0.6622 |       1.2313 |       1.2648 |            1589
2022-06-21 02:58:19 |   371 |     2.500e-05 |     0.2341 |          0.8349 |                      0.7022 |       1.2357 |       1.2330 |            1589
2022-06-21 03:00:17 |   372 |     2.500e-05 |     0.2323 |          0.8101 |                      0.6781 |       1.2428 |       1.2558 |            1589
2022-06-21 03:02:17 |   373 |     2.500e-05 |     0.2323 |          0.8081 |                      0.6757 |       1.2461 |       1.2727 |            1589
2022-06-21 03:04:16 |   374 |     2.500e-05 |     0.2287 |          0.8200 |                      0.6926 |       1.1947 |       1.2104 |            1589
2022-06-21 03:06:15 |   375 |     2.500e-05 |     0.2302 |          0.7981 |                      0.6720 |       1.1819 |       1.2047 |            1589
2022-06-21 03:08:15 |   376 |     2.500e-05 |     0.2303 |          0.8056 |                      0.6767 |       1.2133 |       1.2336 |            1589
2022-06-21 03:10:14 |   377 |     2.500e-05 |     0.2320 |          0.8164 |                      0.6896 |       1.1851 |       1.2271 |            1589
2022-06-21 03:12:13 |   378 |     2.500e-05 |     0.2333 |          0.7984 |                      0.6711 |       1.1817 |       1.2055 |            1589
2022-06-21 03:14:12 |   379 |     2.500e-05 |     0.2326 |          0.7898 |                      0.6626 |       1.1868 |       1.2137 |            1589
2022-06-21 03:16:11 |   380 |     2.500e-05 |     0.2329 |          0.8020 |                      0.6762 |       1.1652 |       1.2055 |            1589
2022-06-21 03:18:10 |   381 |     2.500e-05 |     0.2328 |          0.8134 |                      0.6849 |       1.2035 |       1.2223 |            1589
2022-06-21 03:20:09 |   382 |     2.500e-05 |     0.2294 |          0.7925 |                      0.6648 |       1.1730 |       1.2160 |            1589
2022-06-21 03:22:07 |   383 |     2.500e-05 |     0.2311 |          0.8292 |                      0.6983 |       1.1927 |       1.2309 |            1589
2022-06-21 03:24:06 |   384 |     2.500e-05 |     0.2314 |          0.8264 |                      0.6928 |       1.2215 |       1.2405 |            1589
2022-06-21 03:26:04 |   385 |     2.500e-05 |     0.2270 |          0.7829 |                      0.6552 |       1.1917 |       1.2304 |            1589
2022-06-21 03:28:02 |   386 |     2.500e-05 |     0.2301 |          0.7875 |                      0.6601 |       1.1894 |       1.2018 |            1589
2022-06-21 03:30:01 |   387 |     2.500e-05 |     0.2277 |          0.7878 |                      0.6589 |       1.1906 |       1.2322 |            1589
2022-06-21 03:31:59 |   388 |     2.500e-05 |     0.2284 |          0.7916 |                      0.6624 |       1.1932 |       1.2472 |            1589
2022-06-21 03:33:58 |   389 |     2.500e-05 |     0.2261 |          0.8239 |                      0.6948 |       1.1859 |       1.2200 |            1589
2022-06-21 03:35:57 |   390 |     2.500e-05 |     0.2286 |          0.7900 |                      0.6608 |       1.1906 |       1.2444 |            1589
2022-06-21 03:37:56 |   391 |     2.500e-05 |     0.2286 |          0.8228 |                      0.6899 |       1.2158 |       1.2846 |            1589
2022-06-21 03:39:55 |   392 |     2.500e-05 |     0.2293 |          0.8208 |                      0.6900 |       1.2116 |       1.2383 |            1589
2022-06-21 03:41:53 |   393 |     2.500e-05 |     0.2260 |          0.8133 |                      0.6835 |       1.1989 |       1.2312 |            1589
2022-06-21 03:43:52 |   394 |     2.500e-05 |     0.2292 |          0.8024 |                      0.6759 |       1.1607 |       1.2211 |            1589
2022-06-21 03:45:51 |   395 |     2.500e-05 |     0.2267 |          0.7954 |                      0.6680 |       1.1682 |       1.2426 |            1589
2022-06-21 03:47:50 |   396 |     2.500e-05 |     0.2267 |          0.7990 |                      0.6725 |       1.1565 |       1.2190 |            1589
2022-06-21 03:49:43 |   397 |     2.500e-05 |     0.2240 |          0.8251 |                      0.6990 |       1.1489 |       1.2058 |            1589
2022-06-21 03:51:33 |   398 |     2.500e-05 |     0.2326 |          0.8085 |                      0.6822 |       1.1628 |       1.2006 |            1589
2022-06-21 03:53:31 |   399 |     2.500e-05 |     0.2268 |          0.8150 |                      0.6881 |       1.1694 |       1.2118 |            1589
2022-06-21 03:55:30 |   400 |     2.500e-05 |     0.2278 |          0.8401 |                      0.7096 |       1.1811 |       1.2463 |            1589
2022-06-21 03:57:29 |   401 |     2.500e-05 |     0.2272 |          0.8246 |                      0.6975 |       1.1775 |       1.2208 |            1589
